"fips"|"lar_count"
"36093"|5039
"36095"|962
"36097"|626
"36099"|959
"36101"|3104
"36103"|49902
"36105"|2130
"36107"|1396
"36109"|1857
"36111"|4921
"36113"|2483
"36115"|1941
"36117"|3361
"36119"|24880
"36121"|1154
"36123"|845
"37001"|7333
"37003"|1127
"37005"|410
"37007"|551
"37009"|984
"37011"|893
"37013"|1585
"37015"|433
"37017"|992
"37019"|10332
"37021"|12623
"37023"|2696
"37025"|11931
"37027"|2663
"37029"|575
"37031"|4190
"37033"|670
"37035"|6068
"37037"|3762
"37039"|1507
"37041"|527
"37043"|559
"37045"|3719
"37047"|1443
"37049"|4516
"37051"|14213
"37053"|2406
"37055"|3568
"37057"|6737
"37059"|1782
"37061"|1158
"37063"|14354
"37065"|1277
"37067"|14703
"37069"|3386
"37071"|10196
"37073"|501
"37075"|259
"37077"|2707
"37079"|432
"37081"|20368
"37083"|1334
"37085"|6356
"37087"|3210
"37089"|6181
"37091"|482
"37093"|2993
"37095"|157
"37097"|9469
"37099"|1637
"37101"|11227
"37103"|352
"37105"|2237
"37107"|1278
"37109"|4506
"37111"|1494
"37113"|1890
"37115"|847
"37117"|552
"37119"|57891
"37121"|529
"37123"|772
"37125"|5283
"37127"|3419
"37129"|12968
"37131"|598
"37133"|10957
"37135"|5044
"37137"|491
"37139"|1723
"37141"|3985
"37143"|606
"37145"|1496
"37147"|5928
"37149"|767
"37151"|4991
"37153"|1077
"37155"|2914
"37157"|3040
"37159"|5771
"37161"|2407
"37163"|1561
"37165"|909
"37167"|2530
"37169"|1535
"37171"|2173
"37173"|511
"37175"|1569
"37177"|109
"37179"|13050
"37181"|1081
"37183"|56212
"37185"|669
"37187"|264
"37189"|2096
"37191"|3593
"37193"|1976
"37195"|2223
"37197"|1036
"37199"|733
"38001"|58
"38003"|341
"38005"|55
"38007"|32
"38009"|141
"38011"|67
"38013"|35
"38015"|4052
"38017"|7234
"38019"|94
"38021"|115
"38023"|47
"38025"|122
"38027"|33
"38029"|54
"38031"|71
"38033"|43
"38035"|2230
"38037"|39
"38039"|45
"38041"|75
"38043"|83
"38045"|74
"38047"|25
"38049"|116
"38051"|23
"38053"|359
"38055"|309
"38057"|264
"38059"|1379
"38061"|200
"38063"|32
"38065"|54
"38067"|143
"38069"|66
"38071"|288
"38073"|127
"38075"|66
"38077"|525
"38079"|146
"38081"|86
"38083"|23
"38085"|17
"38087"|6
"38089"|1389
"38091"|38
"38093"|711
"38095"|33
"38097"|249
"38099"|184
"38101"|2169
"38103"|58
"38105"|1108
"39001"|716
"39003"|3460
"39005"|1649
"39007"|3021
"39009"|984
"39011"|1583
"39013"|1921
"39015"|1862
"39017"|16036
"39019"|914
"39021"|1313
"39023"|4832
"39025"|10118
"39027"|1478
"39029"|3120
"39031"|796
"39033"|963
"39035"|43747
"39037"|1617
"39039"|1192
"39041"|11576
"39043"|2645
"39045"|8031
"39047"|1044
"39049"|55350
"39051"|1485
"39053"|713
"39055"|3888
"39057"|6485
"39059"|1067
"39061"|32961
"39063"|2479
"39065"|800
"39067"|375
"39069"|781
"39071"|1369
"39073"|1003
"39075"|517
"39077"|1582
"39079"|1167
"39081"|1883
"39083"|2241
"39085"|10019
"39087"|2179
"39089"|8780
"39091"|1822
"39093"|12659
"39095"|14273
"39097"|1789
"39099"|7137
"39101"|2001
"39103"|8750
"39105"|396
"39107"|741
"39109"|4584
"39111"|296
"39113"|19882
"39115"|381
"39117"|1514
"39119"|2855
"39121"|214
"39123"|1920
"39125"|556
"39127"|1234
"39129"|2765
"39131"|881
"39133"|6277
"39135"|1560
"39137"|959
"39139"|3698
"39141"|2717
"39143"|1482
"39145"|2262
"39147"|1422
"39149"|1604
"39151"|13247
"39153"|21457
"39155"|6531
"39157"|2208
"39159"|3221
"39161"|812
"39163"|343
"39165"|12867
"39167"|1497
"39169"|3546
"39171"|1153
"39173"|4658
"39175"|587
"40001"|403
"40003"|97
"40005"|247
"40007"|73
"40009"|673
"40011"|182
"40013"|1379
"40015"|582
"40017"|8932
"40019"|1692
"40021"|1605
"40023"|238
"40025"|26
"40027"|13259
"40029"|66
"40031"|4233
"40033"|200
"40035"|340
"40037"|2868
"40039"|768
"40041"|1615
"40043"|90
"40045"|111
"40047"|2184
"40049"|702
"40051"|2481
"40053"|75
"40055"|135
"40057"|58
"40059"|61
"40061"|245
"40063"|319
"40065"|835
"40067"|166
"40069"|285
"40071"|1255
"40073"|562
"40075"|221
"40077"|220
"40079"|1526
"40081"|1408
"40083"|2372
"40085"|363
"40087"|2197
"40089"|640
"40091"|701
"40093"|188
"40095"|600
"40097"|1395
"40099"|491
"40101"|2355
"40103"|378
"40105"|308
"40107"|295
"40109"|32676
"40111"|1281
"40113"|1616
"40115"|735
"40117"|574
"40119"|2146
"40121"|1373
"40123"|1297
"40125"|2720
"40127"|180
"40129"|55
"40131"|4535
"40133"|658
"40135"|1453
"40137"|1427
"40139"|306
"40141"|184
"40143"|24823
"40145"|4348
"40147"|2028
"40149"|304
"40151"|194
"40153"|592
"41001"|638
"41003"|3293
"41005"|24468
"41007"|2412
"41009"|3795
"41011"|2845
"41013"|1557
"41015"|1201
"41017"|13296
"41019"|4561
"41021"|82
"41023"|241
"41025"|224
"41027"|1087
"41029"|10957
"41031"|1146
"41033"|4078
"41035"|2998
"41037"|223
"41039"|16511
"41041"|3103
"41043"|6945
"41045"|717
"41047"|17036
"41049"|367
"41051"|39206
"41053"|4508
"41055"|70
"41057"|1729
"41059"|2654
"41061"|1075
"41063"|276
"41065"|1170
"41067"|30690
"41069"|33
"41071"|6108
"42001"|4732
"42003"|46830
"42005"|1894
"42007"|6197
"42009"|1567
"42011"|15676
"42013"|3964
"42015"|1926
"42017"|28374
"42019"|7732
"42021"|3491
"42023"|132
"42025"|2982
"42027"|4136
"42029"|23135
"42031"|732
"42033"|2236
"42035"|1163
"42037"|2005
"42039"|2298
"42041"|10490
"42043"|10453
"42045"|21836
"42047"|803
"42049"|8061
"42051"|3910
"42053"|119
"42055"|6407
"42057"|330
"42059"|1058
"42061"|1081
"42063"|2091
"42065"|1062
"42067"|654
"42069"|6595
"42071"|18988
"42073"|2611
"42075"|5353
"42077"|13895
"42079"|9645
"42081"|3262
"42083"|730
"42085"|3247
"42087"|1010
"42089"|8605
"42091"|35263
"42093"|562
"42095"|12900
"42097"|2092
"42099"|1900
"42101"|55786
"42103"|3615
"42105"|494
"42107"|3732
"42109"|674
"42111"|2202
"42113"|202
"42115"|1357
"42117"|1244
"42119"|947
"42121"|1165
"42123"|1006
"42125"|8296
"42127"|2253
"42129"|13636
"42131"|924
"42133"|19886
"44001"|2054
"44003"|8551
"44005"|3851
"44007"|23495
"44009"|6084
"45001"|655
"45003"|7161
"45005"|142
"45007"|8445
"45009"|285
"45011"|589
"45013"|12694
"45015"|14063
"45017"|460
"45019"|23941
"45021"|1510
"45023"|965
"45025"|1184
"45027"|1118
"45029"|1571
"45031"|1811
"45033"|698
"45035"|10419
"45037"|971
"45039"|713
"45041"|4649
"45043"|2971
"45045"|24160
"45047"|2374
"45049"|531
"45051"|22666
"45053"|1391
"45055"|3124
"45057"|5078
"45059"|2421
"45061"|401
"45063"|15172
"45065"|378
"45067"|808
"45069"|490
"45071"|1180
"45073"|3037
"45075"|2414
"45077"|4544
"45079"|18847
"45081"|566
"45083"|14183
"45085"|3948
"45087"|562
"45089"|710
"45091"|16118
"46003"|45
"46005"|286
"46007"|40
"46009"|98
"46011"|553
"46013"|1138
"46015"|122
"46017"|5
"46019"|384
"46021"|17
"46023"|105
"46025"|104
"46027"|368
"46029"|1085
"46031"|29
"46033"|478
"46035"|637
"46037"|167
"46039"|128
"46041"|21
"46043"|68
"46045"|82
"46047"|262
"46049"|34
"46051"|124
"46053"|51
"46055"|51
"46057"|235
"46059"|49
"46061"|74
"46063"|23
"46065"|712
"46067"|137
"46069"|28
"46071"|24
"46073"|30
"46075"|14
"46077"|117
"46079"|415
"46081"|1343
"46083"|3993
"46085"|46
"46087"|202
"46089"|19
"46091"|83
"46093"|1446
"46095"|10
"46097"|37
"46099"|9518
"46101"|153
"46102"|34
"46103"|5198
"46105"|39
"46107"|52
"46109"|116
"46111"|31
"46115"|110
"46117"|133
"46119"|52
"46121"|36
"46123"|60
"46125"|407
"46127"|758
"46129"|121
"46135"|785
"46137"|4
"47001"|3481
"47003"|2246
"47005"|556
"47007"|449
"47009"|7045
"47011"|4571
"47013"|1752
"47015"|768
"47017"|799
"47019"|2085
"47021"|2559
"47023"|605
"47025"|1201
"47027"|180
"47029"|1113
"47031"|2380
"47033"|478
"47035"|2482
"47037"|39116
"47039"|404
"47041"|866
"47043"|2851
"47045"|1363
"47047"|2336
"47049"|550
"47051"|1741
"47053"|1701
"47055"|1212
"47057"|954
"47059"|2674
"47061"|746
"47063"|2657
"47065"|17637
"47067"|182
"47069"|718
"47071"|956
"47073"|2319
"47075"|548
"47077"|1026
"47079"|1035
"47081"|978
"47083"|342
"47085"|680
"47087"|391
"47089"|2457
"47091"|417
"47093"|23593
"47095"|150
"47097"|815
"47099"|1487
"47101"|379
"47103"|1290
"47105"|2819
"47107"|2139
"47109"|849
"47111"|998
"47113"|3833
"47115"|1298
"47117"|1872
"47119"|6302
"47121"|568
"47123"|1986
"47125"|13698
"47127"|304
"47129"|717
"47131"|936
"47133"|596
"47135"|173
"47137"|141
"47139"|607
"47141"|2546
"47143"|1311
"47145"|2604
"47147"|4527
"47149"|20505
"47151"|749
"47153"|801
"47155"|6120
"47157"|35090
"47159"|1069
"47161"|584
"47163"|6120
"47165"|12642
"47167"|2995
"47169"|530
"47171"|677
"47173"|1025
"47175"|244
"47177"|1234
"47179"|5559
"47181"|297
"47183"|914
"47185"|1012
"47187"|15724
"47189"|9662
"48001"|1436
"48003"|688
"48005"|2376
"48007"|1329
"48009"|299
"48011"|65
"48013"|1823
"48015"|1113
"48017"|117
"48019"|1143
"48021"|4247
"48023"|73
"48025"|679
"48027"|16212
"48029"|86007
"48031"|560
"48033"|17
"48035"|538
"48037"|3137
"48039"|17040
"48041"|7677
"48043"|280
"48045"|29
"48047"|80
"48049"|931
"48051"|646
"48053"|2369
"48055"|1587
"48057"|591
"48059"|476
"48061"|8582
"48063"|402
"48065"|209
"48067"|917
"48069"|122
"48071"|2630
"48073"|1579
"48075"|111
"48077"|356
"48079"|42
"48081"|93
"48083"|163
"48085"|60682
"48087"|44
"48089"|586
"48091"|10559
"48093"|273
"48095"|45
"48097"|1535
"48099"|2577
"48101"|15
"48103"|136
"48105"|57
"48107"|111
"48109"|34
"48111"|150
"48113"|87954
"48115"|180
"48117"|383
"48119"|121
"48121"|55312
"48123"|412
"48125"|18
"48127"|102
"48129"|58
"48131"|135
"48133"|479
"48135"|6301
"48137"|36
"48139"|10679
"48141"|27595
"48143"|1197
"48145"|381
"48147"|1271
"48149"|619
"48151"|108
"48153"|103
"48155"|15
"48157"|39571
"48159"|416
"48161"|632
"48163"|348
"48165"|626
"48167"|17481
"48169"|114
"48171"|977
"48173"|11
"48175"|239
"48177"|522
"48179"|547
"48181"|6440
"48183"|3812
"48185"|1142
"48187"|10498
"48189"|692
"48191"|31
"48193"|195
"48195"|83
"48197"|49
"48199"|2563
"48201"|150565
"48203"|2234
"48205"|146
"48207"|96
"48209"|13639
"48211"|94
"48213"|3564
"48215"|16250
"48217"|1124
"48219"|670
"48221"|3733
"48223"|952
"48225"|472
"48227"|900
"48229"|41
"48231"|3888
"48233"|526
"48235"|43
"48237"|243
"48239"|412
"48241"|1085
"48243"|52
"48245"|6305
"48247"|73
"48249"|885
"48251"|8851
"48253"|498
"48255"|282
"48257"|9329
"48259"|2300
"48261"|17
"48263"|21
"48265"|1881
"48267"|81
"48269"|2
"48271"|83
"48273"|678
"48275"|77
"48277"|894
"48279"|252
"48281"|918
"48283"|114
"48285"|460
"48287"|572
"48289"|521
"48291"|3558
"48293"|584
"48295"|63
"48297"|307
"48299"|1287
"48303"|11721
"48305"|162
"48307"|114
"48309"|9014
"48311"|16
"48313"|346
"48315"|335
"48317"|203
"48319"|69
"48321"|898
"48323"|988
"48325"|2077
"48327"|32
"48329"|8766
"48331"|705
"48333"|75
"48335"|134
"48337"|628
"48339"|30440
"48341"|651
"48343"|337
"48345"|12
"48347"|1558
"48349"|1561
"48351"|334
"48353"|370
"48355"|12862
"48357"|235
"48359"|69
"48361"|3295
"48363"|969
"48365"|542
"48367"|8870
"48369"|151
"48371"|385
"48373"|1321
"48375"|3334
"48377"|108
"48379"|390
"48381"|6890
"48383"|68
"48385"|77
"48387"|210
"48389"|207
"48391"|255
"48393"|18
"48395"|536
"48397"|8193
"48399"|207
"48401"|1529
"48403"|326
"48405"|217
"48407"|1129
"48409"|2514
"48411"|72
"48413"|39
"48415"|411
"48417"|52
"48419"|404
"48421"|84
"48423"|8817
"48425"|403
"48427"|611
"48429"|175
"48431"|36
"48433"|24
"48435"|83
"48437"|130
"48439"|92487
"48441"|5643
"48443"|22
"48445"|199
"48447"|25
"48449"|802
"48451"|3853
"48453"|61802
"48455"|447
"48457"|601
"48459"|1467
"48461"|80
"48463"|519
"48465"|1147
"48467"|2006
"48469"|3090
"48471"|1752
"48473"|2339
"48475"|318
"48477"|1220
"48479"|6228
"48481"|1006
"48483"|86
"48485"|3906
"48487"|298
"48489"|222
"48491"|38579
"48493"|2537
"48495"|151
"48497"|3796
"48499"|1621
"48501"|218
"48503"|377
"48505"|196
"48507"|114
"49001"|301
"49003"|3284
"49005"|5834
"49007"|760
"49009"|49
"49011"|22522
"49013"|827
"49015"|306
"49017"|231
"49019"|464
"49021"|3229
"49023"|616
"49025"|668
"49027"|531
"49029"|769
"49031"|52
"49033"|249
"49035"|69556
"49037"|399
"49039"|1307
"49041"|1109
"49043"|3581
"49045"|6200
"49047"|1526
"49049"|40028
"49051"|2566
"49053"|12440
"49055"|97
"49057"|18702
"50001"|1353
"50003"|1041
"50005"|955
"50007"|5929
"50009"|205
"50011"|2346
"50013"|418
"50015"|1215
"50017"|816
"50019"|860
"50021"|1657
"50023"|2399
"50025"|1431
"50027"|1703
"51001"|1324
"51003"|4739
"51005"|492
"51007"|629
"51009"|1258
"51011"|626
"51013"|8697
"51015"|3152
"51017"|147
"51019"|3720
"51021"|134
"51023"|1547
"51025"|500
"51027"|435
"51029"|621
"51031"|2004
"51033"|2010
"51035"|993
"51036"|299
"51037"|313
"51041"|21174
"51043"|795
"51045"|212
"51047"|2849
"51049"|435
"51051"|395
"51053"|1346
"51057"|518
"51059"|51988
"51061"|4594
"51063"|525
"51065"|1532
"51067"|2369
"51069"|5444
"51071"|628
"51073"|2263
"51075"|1168
"51077"|422
"51079"|960
"51081"|290
"51083"|1011
"51085"|5970
"51087"|16258
"51089"|1341
"51091"|79
"51093"|2082
"51095"|4417
"51097"|288
"51099"|1445
"51101"|1052
"51103"|580
"51105"|560
"51107"|27359
"51109"|2322
"51111"|403
"51113"|613
"51115"|441
"51117"|1237
"51119"|529
"51121"|3010
"51125"|704
"51127"|1481
"51131"|553
"51133"|718
"51135"|532
"51137"|2378
"51139"|900
"51141"|541
"51143"|1834
"51145"|1822
"51147"|629
"51149"|1574
"51153"|29477
"51155"|1338
"51157"|368
"51159"|290
"51161"|4542
"51163"|717
"51165"|2939
"51167"|726
"51169"|603
"51171"|2105
"51173"|852
"51175"|747
"51177"|9227
"51179"|10740
"51181"|305
"51183"|330
"51185"|1033
"51187"|2554
"51191"|1727
"51193"|1156
"51195"|1128
"51197"|975
"51199"|3138
"51510"|6853
"51520"|601
"51530"|197
"51540"|1452
"51550"|14876
"51570"|777
"51580"|187
"51590"|805
"51595"|121
"51600"|1295
"51610"|584
"51620"|271
"51630"|1091
"51640"|206
"51650"|6530
"51660"|1036
"51670"|1049
"51678"|152
"51680"|2420
"51683"|2226
"51685"|872
"51690"|301
"51700"|6756
"51710"|9808
"51720"|88
"51730"|996
"51735"|638
"51740"|4980
"51750"|402
"51760"|8646
"51770"|3724
"51775"|955
"51790"|1013
"51800"|5950
"51810"|25344
"51820"|1005
"51830"|366
"51840"|975
"53001"|563
"53003"|926
"53005"|9949
"53007"|3717
"53009"|3670
"53011"|31102
"53013"|169
"53015"|6748
"53017"|1873
"53019"|192
"53021"|4028
"53023"|63
"53025"|3347
"53027"|3530
"53029"|5781
"53031"|1641
"53033"|108275
"53035"|17019
"53037"|2598
"53039"|1038
"53041"|4030
"53043"|520
"53045"|4009
"53047"|1296
"53049"|1210
"53051"|677
"53053"|57413
"53055"|864
"53057"|6844
"53059"|645
"53061"|49282
"53063"|26677
"53065"|2010
"53067"|16871
"53069"|260
"53071"|2605
"53073"|10817
"53075"|1240
"53077"|8576
"54001"|272
"54003"|6648
"54005"|506
"54007"|291
"54009"|653
"54011"|2768
"54013"|89
"54015"|233
"54017"|162
"54019"|1096
"54021"|102
"54023"|347
"54025"|1140
"54027"|914
"54029"|738
"54031"|439
"54033"|2027
"54035"|841
"54037"|3102
"54039"|5902
"54041"|382
"54043"|424
"54045"|654
"54047"|184
"54049"|1873
"54051"|654
"54053"|668
"54055"|1494
"54057"|876
"54059"|334
"54061"|3485
"54063"|362
"54065"|784
"54067"|609
"54069"|1036
"54071"|174
"54073"|143
"54075"|252
"54077"|1040
"54079"|2581
"54081"|2420
"54083"|520
"54085"|186
"54087"|367
"54089"|322
"54091"|478
"54093"|226
"54095"|126
"54097"|639
"54099"|1106
"54101"|161
"54103"|302
"54105"|152
"54107"|2352
"54109"|291
"55001"|1050
"55003"|532
"55005"|1805
"55007"|783
"55009"|11384
"55011"|359
"55013"|1053
"55015"|2551
"55017"|2640
"55019"|1069
"55021"|2785
"55023"|450
"55025"|21888
"55027"|3250
"55029"|1736
"55031"|1757
"55033"|1485
"55035"|3674
"55037"|145
"55039"|4024
"55041"|494
"55043"|1193
"55045"|1582
"55047"|756
"55049"|912
"55051"|235
"55053"|579
"55055"|3189
"55057"|821
"55059"|7177
"55061"|805
"55063"|4447
"55065"|399
"55067"|1110
"55069"|1167
"55071"|3161
"55073"|5852
"55075"|1651
"55077"|768
"55078"|125
"55079"|30691
"55081"|1239
"55083"|2094
"55085"|2030
"55087"|9020
"55089"|4258
"55091"|213
"55093"|1832
"55095"|2262
"55097"|2041
"55099"|510
"55101"|8035
"55103"|417
"55105"|6964
"55107"|531
"55109"|5110
"55111"|2538
"55113"|983
"55115"|1910
"55117"|4740
"55119"|747
"55121"|741
"55123"|658
"55125"|1457
"55127"|5298
"55129"|800
"55131"|6860
"55133"|18857
"55135"|2582
"55137"|1122
"55139"|7695
"55141"|1947
"56001"|1243
"56003"|343
"56005"|1952
"56007"|595
"56009"|525
"56011"|272
"56013"|1113
"56015"|526
"56017"|158
"56019"|309
"56021"|7206
"56023"|990
"56025"|3846
"56027"|48
"56029"|1385
"56031"|434
"56033"|1126
"56035"|476
"56037"|1504
"56039"|865
"56041"|688
"56043"|257
"56045"|291
"72001"|100
"72003"|336
"72005"|591
"72007"|290
"72009"|238
"72011"|229
"72013"|1013
"72015"|244
"72017"|390
"72019"|200
"72021"|2790
"72023"|738
"72025"|1929
"72027"|310
"72029"|695
"72031"|2376
"72033"|289
"72035"|494
"72037"|180
"72039"|120
"72041"|578
"72043"|349
"72045"|162
"72047"|333
"72049"|41
"72051"|606
"72053"|562
"72054"|147
"72055"|162
"72057"|426
"72059"|173
"72061"|1468
"72063"|772
"72065"|314
"72067"|157
"72069"|868
"72071"|433
"72073"|74
"72075"|580
"72077"|582
"72079"|225
"72081"|155
"72083"|51
"72085"|746
"72087"|263
"72089"|371
"72091"|472
"72093"|28
"72095"|97
"72097"|585
"72099"|262
"72101"|305
"72103"|323
"72105"|222
"72107"|226
"72109"|182
"72111"|212
"72113"|1601
"72115"|188
"72117"|164
"72119"|758
"72121"|234
"72123"|331
"72125"|268
"72127"|4425
"72129"|556
"72131"|251
"72133"|306
"72135"|1073
"72137"|1124
"72139"|890
"72141"|215
"72143"|545
"72145"|800
"72147"|86
"72149"|145
"72151"|360
"72153"|363
"78010"|41
"78030"|3
