"concat"|"count"
"36113"|2269
"36115"|1781
"36117"|3246
"36119"|23972
"36121"|897
"36123"|793
"37001"|7133
"37003"|1077
"37005"|378
"37007"|541
"37009"|945
"37011"|846
"37013"|1570
"37015"|425
"37017"|986
"37019"|10208
"37021"|12272
"37023"|2653
"37025"|11791
"37027"|2630
"37029"|571
"37031"|4054
"37033"|652
"37035"|5822
"37037"|3716
"37039"|1497
"37041"|521
"37043"|558
"37045"|3650
"37047"|1418
"37049"|4414
"37051"|14046
"37053"|2374
"37055"|3524
"37057"|6663
"37059"|1773
"37061"|1143
"37063"|14071
"37065"|1234
"37067"|14495
"37069"|3317
"37071"|9913
"37073"|486
"37075"|258
"37077"|2606
"37079"|425
"37081"|20039
"37083"|1298
"37085"|6277
"37087"|2926
"37089"|6062
"37091"|467
"37093"|2967
"37095"|152
"37097"|9286
"37099"|1589
"37101"|11052
"37103"|347
"37105"|2220
"37107"|1253
"37109"|4154
"37111"|1486
"37113"|1857
"37115"|823
"37117"|531
"37119"|56964
"37121"|527
"37123"|762
"37125"|5255
"37127"|3336
"37129"|12787
"37131"|583
"37133"|10745
"37135"|4956
"37137"|487
"37139"|1690
"37141"|3941
"37143"|599
"37145"|1320
"37147"|5764
"37149"|756
"37151"|4951
"37153"|1068
"37155"|2897
"37157"|2967
"37159"|5535
"37161"|2374
"37163"|1542
"37165"|908
"37167"|2516
"37169"|1513
"37171"|2159
"37173"|500
"37175"|1552
"37177"|107
"37179"|12792
"37181"|1012
"37183"|55449
"37185"|649
"37187"|248
"37189"|2013
"37191"|3541
"37193"|1861
"37195"|2195
"37197"|1028
"37199"|723
"38001"|58
"38003"|293
"38005"|44
"38007"|22
"38009"|130
"38011"|65
"38013"|32
"38015"|3360
"38017"|6841
"38019"|70
"38021"|109
"38023"|40
"38025"|95
"38027"|20
"38029"|49
"38031"|64
"38033"|30
"38035"|2007
"38037"|37
"38039"|32
"38041"|64
"38043"|59
"38045"|65
"38047"|22
"38049"|102
"38051"|23
"38053"|355
"38055"|254
"38057"|177
"38059"|1126
"38061"|180
"38063"|29
"38065"|38
"38067"|116
"38069"|63
"38071"|258
"38073"|121
"38075"|59
"38077"|503
"38079"|142
"38081"|84
"38083"|13
"38085"|17
"38087"|5
"38089"|1233
"38091"|37
"38093"|579
"38095"|26
"38097"|228
"38099"|167
"38101"|1990
"38103"|55
"38105"|1004
"39001"|502
"39003"|3390
"39005"|1539
"39007"|2616
"39009"|868
"39011"|1489
"39013"|1535
"39015"|1663
"39017"|15457
"39019"|854
"39021"|1253
"39023"|4397
"39025"|9673
"39027"|1443
"39029"|3054
"39031"|761
"39033"|840
"39035"|43005
"39037"|1154
"39039"|1138
"39041"|11258
"39043"|2468
"39045"|7482
"39047"|1011
"39049"|53775
"39051"|1390
"39053"|704
"39055"|3802
"39057"|6308
"39059"|1008
"39061"|31405
"39063"|2370
"39065"|708
"39067"|336
"39069"|677
"39071"|1280
"39073"|850
"39075"|376
"39077"|1482
"39079"|1015
"39081"|1708
"39083"|2128
"39085"|9661
"39087"|1921
"39089"|7882
"39091"|1684
"39093"|12260
"39095"|13498
"39097"|1734
"39099"|6937
"39101"|1925
"39103"|8540
"39105"|389
"39107"|697
"39109"|4234
"39111"|195
"39113"|18959
"39115"|261
"39117"|1406
"39119"|2507
"39121"|189
"39123"|1775
"39125"|529
"39127"|998
"39129"|2560
"39131"|784
"39133"|5779
"39135"|1371
"39137"|903
"39139"|3515
"39141"|2513
"39143"|1407
"39145"|2152
"39147"|1323
"39149"|1471
"39151"|12472
"39153"|20872
"39155"|6374
"39157"|2066
"39159"|3054
"39161"|750
"39163"|325
"39165"|12539
"39167"|1389
"39169"|3097
"39171"|1138
"39173"|4426
"39175"|492
"40001"|390
"40003"|63
"40005"|246
"40007"|65
"40009"|644
"40011"|173
"40013"|1320
"40015"|498
"40017"|8517
"40019"|1503
"40021"|1568
"40023"|228
"40025"|26
"40027"|12474
"40029"|65
"40031"|3845
"40033"|142
"40035"|308
"40037"|2444
"40039"|752
"40041"|1396
"40043"|82
"40045"|98
"40047"|1895
"40049"|690
"40051"|2176
"40053"|61
"40055"|117
"40057"|28
"40059"|57
"40061"|224
"40063"|238
"40065"|686
"40067"|146
"40069"|283
"40071"|1134
"40073"|538
"40075"|192
"40077"|192
"40079"|1258
"40081"|1271
"40083"|2227
"40085"|315
"40087"|1978
"40089"|621
"40091"|642
"40093"|177
"40095"|569
"40097"|1304
"40099"|473
"40101"|2006
"40103"|273
"40105"|267
"40107"|260
"40109"|29873
"40111"|853
"40113"|1460
"40115"|686
"40117"|505
"40119"|2017
"40121"|1345
"40123"|1292
"40125"|2610
"40127"|179
"40129"|55
"40131"|4250
"40133"|582
"40135"|1423
"40137"|1293
"40139"|305
"40141"|176
"40143"|22568
"40145"|3977
"40147"|1934
"40149"|266
"40151"|161
"40153"|549
"41001"|634
"41003"|3212
"41005"|23982
"41007"|2315
"41009"|3486
"41011"|2721
"41013"|1540
"41015"|1186
"41017"|13118
"41019"|4441
"41021"|73
"41023"|232
"41025"|215
"41027"|1007
"41029"|10600
"41031"|1117
"41033"|3763
"41035"|2968
"41037"|217
"41039"|16136
"41041"|3041
"41043"|6789
"41045"|703
"41047"|16551
"41049"|351
"41051"|38429
"41053"|4379
"41055"|66
"41057"|1713
"41059"|2577
"41061"|1060
"41063"|258
"41065"|1137
"41067"|30470
"41069"|29
"41071"|5877
"42001"|4649
"42003"|43998
"42005"|1634
"42007"|5730
"42009"|1429
"42011"|14395
"42013"|3389
"42015"|1775
"42017"|26504
"42019"|7334
"42021"|2720
"42023"|124
"42025"|2508
"42027"|3545
"42029"|22104
"42031"|721
"42033"|2020
"42035"|994
"42037"|1601
"42039"|1970
"42041"|10036
"42043"|10069
"42045"|21042
"42047"|793
"42049"|7221
"42051"|3669
"42053"|118
"42055"|5860
"42057"|253
"42059"|1008
"42061"|849
"42063"|1620
"42065"|910
"42067"|420
"42069"|5793
"42071"|18094
"42073"|2523
"42075"|4838
"42077"|12684
"42079"|8769
"42081"|2600
"42083"|710
"42085"|2542
"42087"|690
"42089"|8178
"42091"|33312
"42093"|367
"42095"|12002
"42097"|1655
"42099"|1464
"42101"|54017
"42103"|3328
"42105"|449
"42107"|3420
"42109"|568
"42111"|2000
"42113"|171
"42115"|1240
"42117"|1139
"42119"|726
"42121"|1100
"42123"|989
"42125"|7129
"42127"|1892
"42129"|12291
"42131"|706
"42133"|19103
"44001"|1968
"44003"|7857
"44005"|3595
"44007"|22624
"44009"|5499
"45001"|626
"45003"|7074
"45005"|128
"45007"|8123
"45009"|266
"45011"|552
"45013"|12455
"45015"|13662
"45017"|439
"45019"|23181
"45021"|1388
"45023"|899
"45025"|1158
"45027"|1022
"45029"|1365
"45031"|1681
"45033"|671
"45035"|10224
"45037"|961
"45039"|707
"45041"|4384
"45043"|2734
"45045"|22909
"45047"|2337
"45049"|458
"45051"|21254
"45053"|1364
"45055"|3026
"45057"|4992
"45059"|2328
"45061"|386
"45063"|15009
"45065"|374
"45067"|727
"45069"|461
"45071"|1162
"45073"|2958
"45075"|2248
"45077"|4330
"45079"|18642
"45081"|557
"45083"|13476
"45085"|3870
"45087"|503
"45089"|662
"45091"|15440
"46003"|43
"46005"|161
"46007"|32
"46009"|92
"46011"|501
"46013"|1116
"46015"|119
"46017"|4
"46019"|297
"46021"|15
"46023"|88
"46025"|103
"46027"|316
"46029"|1020
"46031"|28
"46033"|416
"46035"|618
"46037"|161
"46039"|122
"46041"|20
"46043"|61
"46045"|75
"46047"|240
"46049"|31
"46051"|120
"46053"|49
"46055"|39
"46057"|217
"46059"|34
"46061"|67
"46063"|6
"46065"|622
"46067"|108
"46069"|27
"46071"|21
"46073"|19
"46075"|10
"46077"|86
"46079"|318
"46081"|1068
"46083"|3549
"46085"|45
"46087"|171
"46089"|19
"46091"|62
"46093"|1225
"46095"|9
"46097"|20
"46099"|8271
"46101"|123
"46102"|32
"46103"|4673
"46105"|35
"46107"|50
"46109"|108
"46111"|24
"46115"|102
"46117"|103
"46119"|48
"46121"|35
"46123"|57
"46125"|321
"46127"|526
"46129"|119
"46135"|718
"46137"|3
"47001"|3240
"47003"|2071
"47005"|510
"47007"|343
"47009"|6586
"47011"|3985
"47013"|1497
"47015"|653
"47017"|692
"47019"|1817
"47021"|2425
"47023"|488
"47025"|825
"47027"|150
"47029"|1010
"47031"|2098
"47033"|410
"47035"|2369
"47037"|38133
"47039"|346
"47041"|808
"47043"|2318
"47045"|1323
"47047"|2152
"47049"|469
"47051"|1619
"47053"|1525
"47055"|1184
"47057"|771
"47059"|2350
"47061"|697
"47063"|2400
"47065"|16709
"47067"|120
"47069"|630
"47071"|920
"47073"|2121
"47075"|447
"47077"|929
"47079"|856
"47081"|830
"47083"|277
"47085"|576
"47087"|353
"47089"|2292
"47091"|389
"47093"|22221
"47095"|144
"47097"|675
"47099"|1404
"47101"|368
"47103"|1263
"47105"|2637
"47107"|1796
"47109"|756
"47111"|780
"47113"|3329
"47115"|1145
"47117"|1803
"47119"|6027
"47121"|493
"47123"|1820
"47125"|13037
"47127"|285
"47129"|553
"47131"|821
"47133"|580
"47135"|164
"47137"|135
"47139"|538
"47141"|2401
"47143"|1087
"47145"|2395
"47147"|4350
"47149"|20139
"47151"|443
"47153"|661
"47155"|5411
"47157"|33102
"47159"|848
"47161"|533
"47163"|5785
"47165"|12192
"47167"|2808
"47169"|475
"47171"|576
"47173"|892
"47175"|235
"47177"|1201
"47179"|5227
"47181"|287
"47183"|840
"47185"|912
"47187"|15443
"47189"|9228
"48001"|1404
"48003"|657
"48005"|2292
"48007"|1245
"48009"|200
"48011"|52
"48013"|1776
"48015"|962
"48017"|108
"48019"|1062
"48021"|3824
"48023"|64
"48025"|646
"48027"|15533
"48029"|84410
"48031"|513
"48033"|16
"48035"|443
"48037"|2703
"48039"|16493
"48041"|7178
"48043"|261
"48045"|28
"48047"|74
"48049"|855
"48051"|536
"48053"|2253
"48055"|1521
"48057"|465
"48059"|422
"48061"|8158
"48063"|294
"48065"|193
"48067"|766
"48069"|86
"48071"|2465
"48073"|1399
"48075"|92
"48077"|248
"48079"|42
"48081"|83
"48083"|147
"48085"|59579
"48087"|31
"48089"|512
"48091"|10298
"48093"|232
"48095"|38
"48097"|1447
"48099"|2371
"48101"|15
"48103"|120
"48105"|45
"48107"|87
"48109"|29
"48111"|141
"48113"|84934
"48115"|159
"48117"|328
"48119"|114
"48121"|54201
"48123"|332
"48125"|18
"48127"|100
"48129"|47
"48131"|124
"48133"|463
"48135"|5747
"48137"|31
"48139"|10069
"48141"|26334
"48143"|1085
"48145"|300
"48147"|1236
"48149"|480
"48151"|96
"48153"|95
"48155"|8
"48157"|38392
"48159"|374
"48161"|541
"48163"|331
"48165"|572
"48167"|16415
"48169"|92
"48171"|889
"48173"|11
"48175"|192
"48177"|460
"48179"|474
"48181"|6172
"48183"|3396
"48185"|1066
"48187"|10345
"48189"|629
"48191"|31
"48193"|171
"48195"|75
"48197"|34
"48199"|2300
"48201"|145763
"48203"|2017
"48205"|144
"48207"|77
"48209"|13243
"48211"|78
"48213"|3222
"48215"|15504
"48217"|1012
"48219"|632
"48221"|3629
"48223"|769
"48225"|459
"48227"|866
"48229"|41
"48231"|3694
"48233"|515
"48235"|28
"48237"|188
"48239"|374
"48241"|984
"48243"|48
"48245"|5238
"48247"|65
"48249"|809
"48251"|8481
"48253"|410
"48255"|262
"48257"|9111
"48259"|2194
"48261"|17
"48263"|19
"48265"|1738
"48267"|77
"48269"|2
"48271"|64
"48273"|584
"48275"|56
"48277"|871
"48279"|219
"48281"|854
"48283"|108
"48285"|330
"48287"|463
"48289"|495
"48291"|3360
"48293"|507
"48295"|42
"48297"|292
"48299"|1203
"48303"|10069
"48305"|139
"48307"|111
"48309"|7463
"48311"|16
"48313"|314
"48315"|278
"48317"|189
"48319"|63
"48321"|852
"48323"|964
"48325"|1945
"48327"|29
"48329"|8134
"48331"|615
"48333"|70
"48335"|133
"48337"|540
"48339"|29897
"48341"|644
"48343"|227
"48345"|12
"48347"|1456
"48349"|1385
"48351"|305
"48353"|340
"48355"|11645
"48357"|158
"48359"|65
"48361"|2904
"48363"|882
"48365"|493
"48367"|8582
"48369"|137
"48371"|285
"48373"|1290
"48375"|2995
"48377"|103
"48379"|364
"48381"|6250
"48383"|60
"48385"|66
"48387"|169
"48389"|195
"48391"|247
"48393"|16
"48395"|487
"48397"|8000
"48399"|176
"48401"|1241
"48403"|306
"48405"|206
"48407"|1102
"48409"|2345
"48411"|68
"48413"|34
"48415"|399
"48417"|50
"48419"|377
"48421"|83
"48423"|8027
"48425"|392
"48427"|587
"48429"|163
"48431"|35
"48433"|20
"48435"|49
"48437"|117
"48439"|90175
"48441"|5117
"48443"|18
"48445"|188
"48447"|24
"48449"|643
"48451"|3188
"48453"|60149
"48455"|429
"48457"|513
"48459"|1219
"48461"|74
"48463"|480
"48465"|989
"48467"|1904
"48469"|2813
"48471"|1615
"48473"|2250
"48475"|293
"48477"|1022
"48479"|5815
"48481"|950
"48483"|78
"48485"|2989
"48487"|202
"48489"|215
"48491"|37755
"48493"|2450
"48495"|140
"48497"|3636
"48499"|1450
"48501"|201
"48503"|343
"48505"|191
"48507"|105
"49001"|301
"49003"|3247
"49005"|5823
"49007"|746
"49009"|48
"49011"|22248
"49013"|821
"49015"|283
"49017"|228
"49019"|453
"49021"|3220
"49023"|607
"49025"|666
"49027"|528
"49029"|762
"49031"|52
"49033"|246
"49035"|68942
"49037"|395
"49039"|1300
"49041"|1102
"49043"|3515
"49045"|6170
"49047"|1498
"49049"|39416
"49051"|2518
"49053"|12353
"49055"|97
"49057"|18446
"50001"|1122
"50003"|1012
"50005"|949
"50007"|5823
"50009"|199
"50011"|2028
"50013"|402
"50015"|1204
"50017"|799
"50019"|858
"50021"|1616
"50023"|2360
"50025"|1404
"50027"|1637
"51001"|1206
"51003"|4575
"51005"|478
"51007"|586
"51009"|1191
"51011"|528
"51013"|8474
"51015"|3059
"51017"|143
"51019"|3558
"51021"|116
"51023"|1415
"51025"|477
"51027"|306
"51029"|544
"51031"|1842
"51033"|1979
"51035"|923
"51036"|266
"51037"|266
"51041"|20754
"51043"|744
"51045"|176
"51047"|2782
"51049"|383
"51051"|331
"51053"|1285
"51057"|479
"51059"|51294
"51061"|4447
"51063"|488
"51065"|1494
"51067"|2253
"51069"|5166
"51071"|467
"51073"|2130
"51075"|1131
"51077"|356
"51079"|922
"51081"|280
"51083"|964
"51085"|5829
"51087"|15934
"51089"|1184
"51091"|76
"51093"|2005
"51095"|4242
"51097"|244
"51099"|1402
"51101"|989
"51103"|424
"51105"|382
"51107"|27059
"51109"|2261
"51111"|370
"51113"|581
"51115"|384
"51117"|1144
"51119"|451
"51121"|2808
"51125"|672
"51127"|1376
"51131"|514
"51133"|589
"51135"|446
"51137"|2306
"51139"|822
"51141"|495
"51143"|1703
"51145"|1719
"51147"|562
"51149"|1525
"51153"|29239
"51155"|1247
"51157"|349
"51159"|263
"51161"|4383
"51163"|682
"51165"|2779
"51167"|678
"51169"|563
"51171"|1985
"51173"|632
"51175"|673
"51177"|9059
"51179"|10630
"51181"|281
"51183"|307
"51185"|928
"51187"|2471
"51191"|1517
"51193"|1114
"51195"|884
"51197"|878
"51199"|3059
"51510"|6650
"51520"|551
"51530"|193
"51540"|1388
"51550"|14596
"51570"|751
"51580"|172
"51590"|741
"51595"|116
"51600"|1276
"51610"|571
"51620"|242
"51630"|1049
"51640"|187
"51650"|6367
"51660"|982
"51670"|1026
"51678"|147
"51680"|2252
"51683"|2206
"51685"|866
"51690"|259
"51700"|6561
"51710"|9641
"51720"|77
"51730"|964
"51735"|621
"51740"|4915
"51750"|376
"51760"|8367
"51770"|3487
"51775"|909
"51790"|974
"51800"|5828
"51810"|24643
"51820"|974
"51830"|345
"51840"|915
"53001"|563
"53003"|911
"53005"|9899
"53007"|3696
"53009"|3621
"53011"|30279
"53013"|161
"53015"|6654
"53017"|1870
"53019"|184
"53021"|4004
"53023"|63
"53025"|3334
"53027"|3438
"53029"|5707
"53031"|1572
"53033"|107106
"53035"|16449
"53037"|2578
"53039"|999
"53041"|3970
"53043"|512
"53045"|3878
"53047"|1286
"53049"|1173
"53051"|668
"53053"|56679
"53055"|857
"53057"|6552
"53059"|604
"53061"|48512
"53063"|26105
"53065"|1981
"53067"|16588
"53069"|258
"53071"|2450
"53073"|10473
"53075"|1232
"53077"|8554
"54001"|252
"54003"|6315
"54005"|423
"54007"|203
"54009"|603
"54011"|2266
"54013"|65
"54015"|109
"54017"|123
"54019"|814
"54021"|92
"54023"|222
"54025"|1075
"54027"|608
"54029"|697
"54031"|288
"54033"|1910
"54035"|726
"54037"|2872
"54039"|5109
"54041"|364
"54043"|371
"54045"|517
"54047"|111
"54049"|1526
"54051"|461
"54053"|633
"54055"|1405
"54057"|719
"54059"|327
"54061"|3311
"54063"|254
"54065"|643
"54067"|565
"54069"|777
"54071"|102
"54073"|121
"54075"|212
"54077"|989
"54079"|2123
"54081"|2060
"54083"|483
"54085"|147
"54087"|196
"54089"|299
"54091"|430
"54093"|178
"54095"|87
"54097"|573
"54099"|941
"54101"|157
"54103"|209
"54105"|99
"54107"|1852
"54109"|231
"55001"|953
"55003"|381
"55005"|1566
"55007"|598
"55009"|10609
"55011"|314
"55013"|1008
"55015"|2187
"55017"|2063
"55019"|767
"55021"|2391
"55023"|395
"55025"|19101
"55027"|2932
"55029"|1603
"55031"|1556
"55033"|1294
"55035"|3110
"55037"|134
"55039"|3423
"55041"|412
"55043"|923
"55045"|1023
"55047"|615
"55049"|606
"55051"|214
"55053"|343
"55055"|2742
"55057"|741
"55059"|6935
"55061"|662
"55063"|3396
"55065"|281
"55067"|1084
"55069"|1117
"55071"|2904
"55073"|4951
"55075"|1374
"55077"|648
"55078"|110
"55079"|29460
"55081"|948
"55083"|1779
"55085"|1972
"55087"|8236
"55089"|3880
"55091"|193
"55093"|1548
"55095"|2050
"55097"|1864
"55099"|445
"55101"|7707
"55103"|322
"55105"|5855
"55107"|393
"55109"|4590
"55111"|2072
"55113"|802
"55115"|1781
"55117"|3874
"55119"|607
"55121"|570
"55123"|520
"55125"|1382
"55127"|4961
"55129"|735
"55131"|6404
"55133"|18008
"55135"|2256
"55137"|966
"55139"|6763
"55141"|1607
"56001"|1099
"56003"|314
"56005"|1938
"56007"|545
"56009"|476
"56011"|262
"56013"|1018
"56015"|423
"56017"|154
"56019"|293
"56021"|6539
"56023"|964
"56025"|3337
"56027"|44
"56029"|1338
"56031"|332
"56033"|1121
"56035"|470
"56037"|1478
"56039"|845
"56041"|682
"56043"|245
"56045"|279
"72001"|84
"72003"|273
"72005"|559
"72007"|268
"72009"|223
"72011"|204
"72013"|901
"72015"|203
"72017"|337
"72019"|194
"72021"|2561
"72023"|661
"72025"|1723
"72027"|242
"72029"|654
"72031"|2171
"72033"|265
"72035"|453
"72037"|170
"72039"|106
"72041"|537
"72043"|322
"72045"|154
"72047"|315
"72049"|41
"72051"|543
"72053"|530
"72054"|125
"72055"|159
"72057"|394
"72059"|168
"72061"|1339
"72063"|685
"72065"|281
"72067"|147
"72069"|790
"72071"|415
"72073"|68
"72075"|518
"72077"|526
"72079"|212
"72081"|134
"72083"|47
"72085"|677
"72087"|255
"72089"|338
"72091"|406
"72093"|26
"72095"|82
"72097"|560
"72099"|243
"72101"|279
"72103"|300
"72105"|211
"72107"|219
"72109"|162
"72111"|208
"72113"|1524
"72115"|168
"72117"|113
"72119"|704
"72121"|224
"72123"|287
"72125"|248
"72127"|3968
"72129"|504
"72131"|235
"72133"|292
"72135"|973
"72137"|1011
"72139"|812
"72141"|204
"72143"|467
"72145"|711
"72147"|82
"72149"|138
"72151"|343
"72153"|344
"78010"|41
"78030"|3
